Time Difference Ratio
4000.0 6.268999999999998 1.6429743589743588
2000.0 11.555 1.5987977405814375
2500.0 9.808999999999997 1.631982475355969
1000.0 22.122999999999998 1.5727785832642915
3500.0 7.126000000000001 1.641577383631944
1100.0 20.242999999999995 1.5780411193603654
1200.0 18.673000000000002 1.581369282978922
3000.0 8.11 1.626399938209624
5000.0 5.601 1.7181689960251314
1300.0 17.903000000000002 1.6069225032205574
1400.0 15.999999999999996 1.5821145310339808
4500.0 5.615 1.6415676416819012
1500.0 15.406999999999996 1.600405284283543
