Time Difference Ratio
2.0 1.0999999999999996 1.177304964539007
3.0 0.7899999999999991 1.1228806968424325
4.0 0.8230000000000004 1.1302421269188163
5.0 0.6370000000000005 1.097639484978541
6.0 0.8850000000000007 1.1397662665824386
7.0 0.6809999999999992 1.1059262715818945
8.0 0.8309999999999995 1.1317792578496668
9.0 0.886000000000001 1.140501110053917
10.0 0.8300000000000001 1.1322919987248965
15.0 0.9329999999999998 1.1493038886221796
400.0 0.8719999999999999 1.1393193800926666
20.0 0.8969999999999994 1.1439345314505776
25.0 0.9009999999999998 1.143015873015873
30.0 0.8539999999999992 1.1359007001909611
35.0 0.9080000000000004 1.1448396873504547
40.0 0.8040000000000003 1.12753807106599
300.0 0.8900000000000006 1.142811296534018
45.0 0.7149999999999999 1.1114922813036021
50.0 0.8359999999999994 1.130625
60.0 0.8580000000000005 1.1364937957365575
70.0 0.8469999999999995 1.1351092678258095
200.0 0.8280000000000003 1.1311579280849042
80.0 0.9789999999999992 1.15601593625498
90.0 0.8400000000000007 1.1332698714897669
100.0 0.8869999999999996 1.1415124441608169
500.0 0.8759999999999994 1.1400255754475703
