Time Difference Ratio
900.0 172.078 6.156822200245737
5000.0 32.059 4.325622406639003
3500.0 44.268 4.563103670315519
400.0 432.275 7.322213121946939
7000.0 23.433999999999997 3.8553673693188735
4500.0 35.428 4.447644998053717
15000.0 11.747000000000002 2.8357555868104396
9500.0 17.794999999999998 3.396632996632996
800.0 192.49200000000002 6.33085934254618
30000.0 5.004999999999999 1.792682926829268
9000.0 17.88 3.3990339460619885
300.0 514.1880000000001 6.893137120066017
1200.0 128.44599999999997 5.858569429209063
8500.0 19.076 3.4674686327771314
20000.0 8.725 2.3615792759051186
3000.0 52.912 5.02464440556781
700.0 219.97200000000004 6.544906858914573
8000.0 20.887999999999998 3.6806981519507187
4000.0 39.75 4.562466391826492
2500.0 63.108000000000004 5.067023264806342
200.0 773.76 7.035804828581457
7500.0 21.923000000000002 3.7260631683660783
1100.0 147.573 6.241635291610429
2000.0 78.554 5.440587902769927
600.0 257.65299999999996 6.566061784402678
1500.0 103.91 5.802421777510745
10000.0 16.889 3.2875524854395235
6500.0 25.133 3.93953216374269
1000.0 154.835 6.092586501776082
6000.0 26.743000000000002 3.893324678134805
25000.0 6.231 1.9859177215189874
500.0 311.47599999999994 6.806136524624389
1400.0 110.01400000000001 5.830896236771616
1300.0 118.803 5.908809189323197
5500.0 29.172 4.2050098879367175
