Time Difference Ratio
900.0 -831882303.744 0.05249925922003074
5000.0 -678913889.28 0.17377526496769705
3500.0 -709548178.688 0.11840724930322909
400.0 -782670667.264 0.06930556516555803
7000.0 -692339835.648 0.1690891120724808
1300.0 -847233773.824 0.0430016526015487
15000.0 -613715779.072 0.1842008204313941
9500.0 -646971455.488 0.1756319867314925
800.0 -673323805.44 0.07429675463767346
30000.0 -542379889.408 0.21104224744807
9000.0 -668782891.776 0.16888762694718817
300.0 -820294512.128 0.0732243148197773
1200.0 -814234183.936 0.05433032790186933
8500.0 -678350133.76 0.17094779969030652
20000.0 -541146200.832 0.21440596558126318
3000.0 -788113737.984 0.04423492300531232
700.0 -833982875.904 0.0651265665558068
8000.0 -681259752.96 0.172012463968404
4000.0 -602795036.928 0.19042844182832397
2500.0 -773997171.2 0.04555528496250213
200.0 -832017416.704 0.0749315385252576
7500.0 -685987751.424 0.1716144804485909
1100.0 -817580155.648 0.0519574087770246
2000.0 -772496426.752 0.04561439223527597
600.0 -802039957.76 0.06556500687023151
6500.0 -696420850.944 0.16728886744783214
1500.0 -745981366.016 0.04652446944191114
10000.0 -632992232.96 0.18547227244869133
100.0 -784815825.408 0.08405723861323502
1000.0 -805492342.784 0.05717415803543886
6000.0 -700311579.904 0.16693302245118416
25000.0 -562864949.76 0.20273442046920603
500.0 -805494694.144 0.06174205220115488
1400.0 -808091100.672 0.04422459017278272
4500.0 -686235582.464 0.1720907269418489
5500.0 -698229266.688 0.16964699867773775
